col_0,col_1
142,1
61,1
176,1
142,1
152,1
142,1
176,1
143,1
21,1
61,1
142,1
142,1
152,1
176,1
111,1
152,1
176,1
142,1
142,1
142,1
152,1
142,1
176,1
142,1
142,1
76,1
61,1
152,1
142,1
142,1
142,1
142,1
142,1
3,1
176,1
176,1
142,1
152,1
152,1
176,1
176,1
142,1
61,1
142,1
176,1
142,1
152,1
142,1
176,1
142,1
152,1
142,1
176,1
152,1
61,1
142,1
142,1
152,1
142,1
152,1
142,1
37,1
142,1
142,1
142,1
142,1
176,1
142,1
142,1
152,1
142,1
152,1
142,1
142,1
142,1
131,1
152,1
142,1
142,1
143,1
142,1
143,1
142,1
142,1
142,1
142,1
152,1
152,1
176,1
152,1
142,1
142,1
142,1
76,1
76,1
142,1
3,1
142,1
142,1
176,1
152,1
142,1
152,1
142,1
142,1
142,1
131,1
111,1
152,1
142,1
152,1
142,1
75,1
152,1
142,1
142,1
152,1
152,1
143,1
176,1
152,1
124,1
176,1
176,1
142,1
142,1
142,1
142,1
142,1
152,1
152,1
142,1
176,1
142,1
152,1
76,1
152,1
152,1
75,1
143,1
142,1
143,1
142,1
176,1
152,1
176,1
142,1
142,1
152,1
142,1
152,1
143,1
176,1
61,1
142,1
176,1
142,1
152,1
176,1
142,1
143,1
142,1
152,1
176,1
142,1
142,1
176,1
142,1
142,1
142,1
152,1
142,1
142,1
142,1
152,1
152,1
122,1
152,1
111,1
152,1
37,1
142,1
142,1
142,1
142,1
152,1
152,1
152,1
152,1
152,1
152,1
142,1
176,1
142,1
141,1
195,1
142,1
142,1
121,1
142,1
142,1
152,1
142,1
142,1
111,1
142,1
142,1
142,1
142,1
176,1
152,1
142,1
142,1
142,1
142,1
142,1
142,1
142,1
123,1
142,1
176,1
142,1
142,1
152,1
3,1
75,1
142,1
142,1
176,1
142,1
152,1
142,1
176,1
142,1
142,1
142,1
142,1
75,1
61,1
152,1
152,1
142,1
61,1
142,1
121,1
142,1
152,1
75,1
142,1
152,1
152,1
143,1
152,1
176,1
142,1
152,1
3,1
210,1
142,1
142,1
142,1
210,1
152,1
142,1
176,1
142,1
152,1
142,1
142,1
152,1
152,1
152,1
142,1
152,1
142,1
176,1
111,1
111,1
152,1
143,1
152,1
6,1
176,1
142,1
152,1
61,1
152,1
142,1
142,1
152,1
142,1
142,1
195,1
142,1
61,1
142,1
176,1
123,1
142,1
152,1
142,1
152,1
142,1
142,1
142,1
36,1
142,1
142,1
142,1
176,1
176,1
176,1
142,1
76,1
152,1
142,1
142,1
204,1
142,1
152,1
176,1
152,1
61,1
142,1
131,1
122,1
142,1
152,1
142,1
142,1
142,1
176,1
152,1
142,1
143,1
142,1
176,1
152,1
152,1
142,1
152,1
152,1
176,1
75,1
152,1
176,1
152,1
142,1
143,1
152,1
176,1
152,1
142,1
142,1
152,1
152,1
142,1
142,1
142,1
75,1
176,1
176,1
176,1
142,1
142,1
121,1
121,1
176,1
176,1
141,1
142,1
195,1
142,1
142,1
142,1
176,1
142,1
142,1
152,1
152,1
152,1
152,1
142,1
142,1
142,1
152,1
61,1
76,1
152,1
142,1
142,1
142,1
142,1
152,1
142,1
152,1
152,1
121,1
176,1
142,1
142,1
75,1
152,1
3,1
152,1
142,1
152,1
1,1
142,1
142,1
142,1
142,1
176,1
142,1
142,1
210,1
142,1
142,1
142,1
142,1
142,1
152,1
141,1
142,1
142,1
176,1
111,1
142,1
142,1
142,1
142,1
142,1
61,1
142,1
152,1
131,1
152,1
142,1
142,1
152,1
176,1
152,1
123,1
142,1
122,1
142,1
152,1
61,1
142,1
61,1
195,1
142,1
142,1
152,1
142,1
142,1
142,1
142,1
111,1
152,1
176,1
176,1
152,1
142,1
152,1
152,1
142,1
124,1
3,1
176,1
121,1
142,1
142,1
152,1
142,1
121,1
142,1
76,1
142,1
142,1
152,1
142,1
142,1
142,1
152,1
142,1
152,1
69,1
142,1
142,1
152,1
176,1
142,1
176,1
152,1
176,1
152,1
142,1
142,1
142,1
176,1
142,1
142,1
142,1
176,1
142,1
152,1
124,1
121,1
142,1
142,1
152,1
54,1
142,1
142,1
142,1
142,1
142,1
152,1
176,1
142,1
152,1
131,1
142,1
176,1
210,1
111,1
142,1
142,1
142,1
142,1
142,1
152,1
142,1
190,1
152,1
176,1
142,1
142,1
152,1
142,1
111,1
61,1
142,1
176,1
142,1
75,1
152,1
152,1
142,1
152,1
37,1
142,1
152,1
176,1
142,1
176,1
142,1
121,1
123,1
176,1
176,1
3,1
142,1
176,1
75,1
142,1
142,1
142,1
152,1
76,1
142,1
142,1
142,1
152,1
176,1
142,1
61,1
176,1
195,1
152,1
142,1
142,1
142,1
54,1
142,1
142,1
141,1
142,1
176,1
142,1
152,1
176,1
152,1
124,1
3,1
61,1
152,1
176,1
142,1
152,1
142,1
176,1
152,1
152,1
142,1
142,1
152,1
176,1
152,1
176,1
152,1
152,1
176,1
152,1
142,1
152,1
152,1
121,1
152,1
152,1
152,1
152,1
111,1
69,1
142,1
142,1
142,1
152,1
142,1
142,1
152,1
142,1
152,1
75,1
176,1
142,1
142,1
142,1
176,1
176,1
142,1
121,1
152,1
142,1
142,1
142,1
152,1
76,1
142,1
152,1
37,1
142,1
176,1
121,1
76,1
152,1
142,1
152,1
152,1
142,1
123,1
152,1
75,1
152,1
142,1
142,1
190,1
152,1
152,1
195,1
142,1
152,1
121,1
142,1
142,1
142,1
176,1
142,1
142,1
152,1
142,1
142,1
142,1
152,1
142,1
176,1
152,1
152,1
176,1
152,1
176,1
211,1
152,1
142,1
142,1
142,1
152,1
142,1
152,1
152,1
121,1
142,1
152,1
152,1
152,1
152,1
142,1
143,1
142,1
142,1
142,1
3,1
152,1
176,1
111,1
152,1
142,1
142,1
142,1
152,1
3,1
142,1
142,1
142,1
142,1
142,1
152,1
142,1
142,1
142,1
142,1
152,1
3,1
121,1
142,1
152,1
152,1
176,1
61,1
152,1
3,1
142,1
76,1
76,1
152,1
152,1
176,1
152,1
142,1
152,1
142,1
142,1
142,1
121,1
142,1
111,1
142,1
152,1
142,1
152,1
142,1
176,1
142,1
142,1
142,1
190,1
142,1
142,1
142,1
152,1
152,1
142,1
142,1
142,1
112,1
152,1
152,1
3,1
152,1
142,1
176,1
152,1
142,1
142,1
152,1
142,1
142,1
176,1
142,1
152,1
142,1
142,1
152,1
142,1
142,1
76,1
142,1
152,1
142,1
3,1
61,1
142,1
142,1
122,1
142,1
142,1
142,1
142,1
142,1
152,1
142,1
152,1
111,1
152,1
152,1
152,1
143,1
142,1
176,1
142,1
176,1
142,1
152,1
122,1
152,1
152,1
152,1
176,1
142,1
142,1
142,1
142,1
176,1
176,1
142,1
111,1
142,1
142,1
142,1
142,1
142,1
142,1
176,1
152,1
75,1
24,1
3,1
75,1
142,1
142,1
152,1
142,1
176,1
152,1
152,1
142,1
142,1
142,1
142,1
152,1
142,1
152,1
152,1
142,1
142,1
152,1
143,1
176,1
142,1
141,1
142,1
142,1
142,1
142,1
142,1
37,1
142,1
176,1
152,1
142,1
176,1
143,1
152,1
76,1
152,1
176,1
152,1
152,1
152,1
142,1
152,1
142,1
142,1
142,1
142,1
176,1
210,1
142,1
142,1
142,1
142,1
152,1
121,1
142,1
24,1
142,1
121,1
152,1
142,1
121,1
152,1
152,1
142,1
142,1
176,1
176,1
142,1
123,1
152,1
152,1
121,1
142,1
142,1
142,1
36,1
111,1
142,1
142,1
152,1
152,1
142,1
142,1
142,1
152,1
142,1
142,1
152,1
152,1
142,1
142,1
152,1
142,1
124,1
152,1
142,1
142,1
152,1
142,1
220,1
75,1
3,1
122,1
36,1
152,1
152,1
142,1
152,1
142,1
142,1
152,1
152,1
142,1
142,1
152,1
152,1
152,1
195,1
143,1
142,1
176,1
142,1
75,1
142,1
142,1
142,1
142,1
176,1
152,1
152,1
176,1
152,1
142,1
37,1
142,1
152,1
152,1
61,1
142,1
142,1
142,1
61,1
61,1
142,1
176,1
142,1
142,1
142,1
142,1
142,1
76,1
142,1
152,1
142,1
152,1
142,1
142,1
142,1
142,1
176,1
152,1
69,1
142,1
176,1
152,1
152,1
195,1
152,1
36,1
142,1
111,1
152,1
142,1
142,1
142,1
142,1
152,1
152,1
152,1
142,1
76,1
176,1
152,1
152,1
176,1
76,1
152,1
142,1
152,1
142,1
152,1
111,1
176,1
142,1
142,1
152,1
142,1
76,1
176,1
76,1
142,1
142,1
152,1
142,1
76,1
142,1
195,1
142,1
152,1
152,1
152,1
176,1
142,1
176,1
152,1
152,1
152,1
142,1
75,1
142,1
176,1
176,1
142,1
152,1
142,1
176,1
176,1
142,1
152,1
142,1
152,1
142,1
152,1
142,1
176,1
36,1
176,1
176,1
142,1
142,1
142,1
111,1
176,1
176,1
142,1
152,1
131,1
152,1
142,1
61,1
76,1
176,1
176,1
142,1
142,1
142,1
121,1
61,1
142,1
142,1
152,1
3,1
142,1
152,1
142,1
176,1
142,1
142,1
142,1
142,1
142,1
142,1
142,1
176,1
142,1
36,1
142,1
76,1
142,1
142,1
142,1
142,1
152,1
142,1
142,1
190,1
75,1
61,1
142,1
152,1
142,1
142,1
142,1
152,1
142,1
176,1
152,1
76,1
142,1
152,1
152,1
61,1
142,1
142,1
142,1
142,1
176,1
142,1
152,1
152,1
142,1
142,1
152,1
176,1
61,1
152,1
142,1
142,1
61,1
142,1
3,1
142,1
152,1
143,1
176,1
142,1
142,1
142,1
152,1
142,1
142,1
152,1
176,1
142,1
142,1
152,1
142,1
3,1
152,1
152,1
3,1
142,1
142,1
142,1
142,1
176,1
152,1
152,1
75,1
142,1
176,1
152,1
142,1
176,1
152,1
142,1
142,1
176,1
142,1
142,1
142,1
152,1
36,1
142,1
176,1
142,1
152,1
176,1
205,1
152,1
152,1
152,1
142,1
37,1
142,1
142,1
152,1
152,1
142,1
152,1
142,1
142,1
152,1
176,1
61,1
210,1
176,1
142,1
190,1
142,1
142,1
142,1
152,1
142,1
142,1
152,1
142,1
176,1
142,1
142,1
142,1
152,1
152,1
142,1
176,1
142,1
142,1
142,1
142,1
142,1
121,1
152,1
195,1
152,1
141,1
142,1
152,1
121,1
142,1
3,1
142,1
142,1
142,1
142,1
152,1
142,1
152,1
142,1
152,1
61,1
176,1
176,1
176,1
75,1
152,1
176,1
142,1
142,1
142,1
142,1
142,1
61,1
37,1
176,1
3,1
142,1
142,1
152,1
152,1
176,1
152,1
76,1
176,1
176,1
142,1
142,1
142,1
142,1
220,1
190,1
176,1
121,1
176,1
142,1
176,1
142,1
111,1
142,1
152,1
37,1
142,1
61,1
176,1
142,1
142,1
152,1
152,1
121,1
142,1
37,1
142,1
142,1
123,1
152,1
61,1
75,1
176,1
142,1
142,1
176,1
142,1
142,1
142,1
76,1
142,1
152,1
142,1
152,1
152,1
176,1
142,1
69,1
152,1
152,1
111,1
176,1
61,1
152,1
152,1
50,1
152,1
142,1
75,1
142,1
176,1
142,1
142,1
142,1
152,1
152,1
61,1
142,1
142,1
142,1
142,1
152,1
142,1
142,1
142,1
152,1
142,1
152,1
152,1
152,1
142,1
61,1
152,1
121,1
142,1
142,1
152,1
142,1
76,1
142,1
0,1
142,1
142,1
152,1
142,1
142,1
152,1
142,1
152,1
142,1
2,1
75,1
142,1
142,1
152,1
142,1
152,1
142,1
111,1
142,1
152,1
142,1
28,1
210,1
142,1
152,1
176,1
152,1
152,1
121,1
142,1
142,1
152,1
176,1
142,1
142,1
152,1
142,1
152,1
142,1
142,1
152,1
142,1
143,1
142,1
152,1
152,1
142,1
152,1
142,1
152,1
28,1
142,1
142,1
176,1
142,1
142,1
152,1
152,1
142,1
152,1
142,1
121,1
176,1
142,1
142,1
142,1
152,1
142,1
142,1
152,1
3,1
142,1
121,1
142,1
176,1
141,1
142,1
61,1
176,1
142,1
152,1
142,1
152,1
142,1
152,1
142,1
142,1
142,1
61,1
142,1
176,1
142,1
152,1
142,1
142,1
142,1
142,1
142,1
142,1
152,1
142,1
152,1
142,1
142,1
142,1
142,1
142,1
142,1
142,1
142,1
152,1
176,1
210,1
142,1
142,1
61,1
152,1
142,1
142,1
111,1
152,1
142,1
142,1
152,1
142,1
111,1
176,1
3,1
142,1
176,1
142,1
121,1
142,1
142,1
142,1
143,1
142,1
152,1
176,1
142,1
54,1
152,1
176,1
61,1
152,1
142,1
75,1
142,1
143,1
152,1
61,1
152,1
142,1
176,1
3,1
152,1
152,1
142,1
142,1
176,1
142,1
152,1
142,1
142,1
142,1
142,1
152,1
142,1
142,1
152,1
152,1
143,1
152,1
152,1
142,1
61,1
152,1
152,1
152,1
152,1
142,1
142,1
142,1
152,1
142,1
142,1
142,1
142,1
61,1
142,1
142,1
152,1
3,1
152,1
142,1
121,1
152,1
142,1
75,1
152,1
142,1
142,1
142,1
142,1
61,1
142,1
142,1
122,1
142,1
142,1
142,1
142,1
176,1
142,1
152,1
152,1
142,1
121,1
152,1
152,1
142,1
142,1
152,1
142,1
142,1
152,1
143,1
111,1
142,1
142,1
75,1
121,1
142,1
142,1
142,1
142,1
142,1
142,1
142,1
121,1
3,1
75,1
142,1
69,1
152,1
152,1
142,1
152,1
152,1
142,1
152,1
142,1
61,1
142,1
142,1
121,1
142,1
142,1
152,1
142,1
141,1
142,1
142,1
152,1
152,1
142,1
111,1
142,1
176,1
152,1
142,1
142,1
142,1
142,1
142,1
142,1
152,1
142,1
152,1
142,1
142,1
142,1
142,1
142,1
142,1
152,1
142,1
142,1
121,1
142,1
142,1
36,1
142,1
142,1
176,1
142,1
142,1
142,1
152,1
152,1
142,1
121,1
152,1
121,1
142,1
142,1
152,1
142,1
152,1
142,1
142,1
152,1
176,1
152,1
152,1
75,1
142,1
142,1
152,1
142,1
142,1
142,1
142,1
121,1
176,1
142,1
176,1
176,1
142,1
142,1
152,1
61,1
142,1
142,1
121,1
141,1
142,1
142,1
152,1
152,1
142,1
152,1
143,1
142,1
61,1
152,1
61,1
176,1
176,1
142,1
111,1
142,1
121,1
176,1
176,1
3,1
152,1
142,1
142,1
176,1
142,1
142,1
142,1
142,1
152,1
176,1
142,1
142,1
121,1
142,1
152,1
176,1
142,1
152,1
142,1
142,1
142,1
142,1
210,1
76,1
142,1
152,1
75,1
142,1
76,1
142,1
121,1
152,1
152,1
176,1
142,1
142,1
142,1
142,1
176,1
142,1
142,1
152,1
176,1
152,1
142,1
142,1
152,1
152,1
142,1
75,1
152,1
142,1
152,1
142,1
142,1
142,1
142,1
152,1
176,1
121,1
152,1
152,1
152,1
142,1
142,1
176,1
142,1
142,1
142,1
142,1
142,1
142,1
152,1
142,1
152,1
142,1
176,1
142,1
3,1
176,1
61,1
142,1
210,1
142,1
141,1
142,1
205,1
142,1
142,1
111,1
142,1
176,1
142,1
37,1
152,1
142,1
142,1
0,1
176,1
54,1
176,1
142,1
75,1
142,1
142,1
152,1
176,1
152,1
152,1
176,1
176,1
142,1
142,1
142,1
3,1
142,1
142,1
142,1
142,1
195,1
142,1
142,1
121,1
142,1
75,1
142,1
142,1
24,1
37,1
121,1
142,1
142,1
142,1
143,1
152,1
142,1
142,1
142,1
152,1
142,1
152,1
75,1
142,1
3,1
142,1
152,1
142,1
152,1
54,1
152,1
152,1
152,1
152,1
152,1
76,1
142,1
142,1
152,1
152,1
75,1
121,1
121,1
61,1
142,1
152,1
142,1
142,1
142,1
142,1
176,1
142,1
142,1
152,1
176,1
152,1
4,1
142,1
152,1
152,1
142,1
142,1
142,1
142,1
61,1
142,1
152,1
142,1
142,1
142,1
142,1
24,1
61,1
142,1
54,1
142,1
142,1
142,1
176,1
142,1
176,1
152,1
152,1
122,1
142,1
75,1
142,1
176,1
152,1
152,1
176,1
142,1
142,1
142,1
142,1
152,1
152,1
61,1
3,1
75,1
142,1
152,1
211,1
152,1
152,1
176,1
75,1
121,1
176,1
54,1
176,1
142,1
152,1
176,1
176,1
142,1
152,1
152,1
142,1
152,1
152,1
142,1
176,1
152,1
142,1
142,1
152,1
142,1
176,1
122,1
121,1
142,1
176,1
176,1
152,1
142,1
204,1
176,1
152,1
142,1
152,1
152,1
176,1
152,1
142,1
176,1
142,1
142,1
176,1
176,1
142,1
76,1
142,1
142,1
58,1
152,1
152,1
176,1
152,1
142,1
176,1
142,1
152,1
142,1
142,1
142,1
176,1
142,1
152,1
142,1
142,1
75,1
142,1
142,1
142,1
143,1
142,1
142,1
142,1
152,1
142,1
176,1
142,1
142,1
152,1
76,1
152,1
75,1
152,1
142,1
61,1
142,1
195,1
152,1
142,1
142,1
142,1
142,1
176,1
152,1
152,1
142,1
176,1
152,1
176,1
176,1
190,1
142,1
142,1
142,1
37,1
142,1
76,1
142,1
152,1
142,1
111,1
142,1
142,1
142,1
142,1
152,1
142,1
152,1
142,1
152,1
152,1
152,1
152,1
152,1
152,1
142,1
152,1
142,1
142,1
176,1
142,1
152,1
111,1
176,1
142,1
142,1
152,1
142,1
142,1
142,1
142,1
176,1
142,1
176,1
3,1
121,1
152,1
152,1
152,1
142,1
61,1
142,1
70,1
3,1
152,1
142,1
54,1
142,1
152,1
176,1
152,1
142,1
142,1
152,1
142,1
152,1
152,1
3,1
142,1
152,1
210,1
152,1
152,1
142,1
76,1
176,1
152,1
75,1
54,1
142,1
143,1
111,1
152,1
75,1
176,1
142,1
61,1
142,1
142,1
142,1
142,1
176,1
142,1
152,1
142,1
152,1
142,1
75,1
142,1
54,1
142,1
176,1
152,1
152,1
142,1
142,1
152,1
61,1
152,1
152,1
142,1
143,1
176,1
142,1
121,1
152,1
176,1
152,1
123,1
195,1
152,1
142,1
131,1
152,1
152,1
176,1
176,1
142,1
152,1
121,1
152,1
121,1
142,1
152,1
152,1
152,1
152,1
176,1
142,1
142,1
3,1
76,1
75,1
142,1
142,1
152,1
121,1
142,1
142,1
176,1
142,1
142,1
142,1
142,1
76,1
36,1
176,1
220,1
142,1
54,1
142,1
61,1
176,1
142,1
37,1
142,1
176,1
152,1
176,1
142,1
142,1
152,1
152,1
152,1
142,1
152,1
142,1
152,1
142,1
142,1
142,1
142,1
142,1
142,1
76,1
76,1
142,1
176,1
142,1
152,1
142,1
142,1
1,1
176,1
142,1
176,1
176,1
176,1
211,1
142,1
142,1
142,1
142,1
142,1
142,1
142,1
76,1
142,1
142,1
142,1
152,1
61,1
152,1
61,1
176,1
152,1
142,1
142,1
121,1
142,1
176,1
142,1
142,1
142,1
142,1
142,1
142,1
152,1
142,1
176,1
176,1
142,1
142,1
176,1
142,1
176,1
142,1
152,1
123,1
176,1
142,1
142,1
142,1
142,1
142,1
176,1
142,1
142,1
152,1
152,1
142,1
152,1
142,1
195,1
152,1
121,1
142,1
152,1
142,1
176,1
176,1
152,1
152,1
142,1
152,1
152,1
131,1
152,1
3,1
152,1
152,1
176,1
176,1
142,1
152,1
142,1
152,1
142,1
176,1
152,1
152,1
176,1
142,1
152,1
152,1
142,1
176,1
152,1
152,1
142,1
176,1
210,1
176,1
142,1
176,1
176,1
152,1
142,1
176,1
152,1
142,1
142,1
142,1
176,1
176,1
176,1
142,1
123,1
142,1
54,1
142,1
142,1
142,1
142,1
176,1
131,1
142,1
66,1
176,1
142,1
142,1
142,1
142,1
142,1
142,1
176,1
152,1
142,1
142,1
121,1
142,1
142,1
61,1
142,1
176,1
152,1
142,1
142,1
152,1
176,1
142,1
152,1
152,1
152,1
142,1
152,1
142,1
195,1
152,1
142,1
152,1
142,1
176,1
152,1
142,1
61,1
152,1
152,1
61,1
152,1
142,1
152,1
142,1
152,1
142,1
123,1
111,1
142,1
142,1
143,1
3,1
143,1
152,1
152,1
142,1
142,1
142,1
142,1
176,1
142,1
152,1
143,1
142,1
142,1
176,1
142,1
142,1
24,1
142,1
176,1
142,1
190,1
142,1
142,1
152,1
142,1
3,1
142,1
142,1
176,1
76,1
6,1
152,1
124,1
152,1
152,1
122,1
152,1
124,1
176,1
142,1
176,1
142,1
176,1
152,1
61,1
195,1
142,1
142,1
121,1
152,1
142,1
142,1
142,1
152,1
142,1
176,1
142,1
142,1
152,1
195,1
121,1
152,1
142,1
152,1
176,1
142,1
152,1
142,1
152,1
142,1
142,1
75,1
176,1
142,1
152,1
176,1
142,1
142,1
152,1
142,1
76,1
142,1
142,1
152,1
152,1
152,1
176,1
142,1
142,1
176,1
152,1
142,1
143,1
111,1
142,1
142,1
142,1
142,1
152,1
142,1
142,1
24,1
61,1
142,1
142,1
121,1
142,1
176,1
142,1
142,1
211,1
142,1
195,1
142,1
152,1
195,1
142,1
152,1
152,1
123,1
152,1
152,1
61,1
152,1
142,1
142,1
61,1
142,1
36,1
142,1
152,1
176,1
1,1
152,1
142,1
